INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
##楼兰寻宝
12138	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12139	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12140	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12141	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12142	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12143	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12144	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12145	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12146	210	1	21308	21309	21310	21116	21262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13020	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13021	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13022	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13023	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13024	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13025	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13026	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13027	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13028	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13029	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13040	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13041	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13042	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13043	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13044	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13045	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13046	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13047	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13048	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13049	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13060	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13061	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13062	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13063	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13064	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13065	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13066	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13067	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13068	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13069	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13120	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13121	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13122	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13123	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13124	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13125	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13126	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13127	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13128	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13129	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13140	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13141	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13142	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13143	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13144	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13145	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13146	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13147	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13148	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13149	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13160	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13161	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13162	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13163	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13164	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13165	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13166	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13167	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13168	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13169	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13180	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13181	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13182	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13183	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13184	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13185	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13186	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13187	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13188	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13189	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13200	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13201	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13202	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13204	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13205	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13206	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13207	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13208	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13209	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13221	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13222	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13223	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13224	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13225	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13226	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13227	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13228	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13229	188	1	21311	21285	21286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13260	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13261	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13262	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13263	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13264	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13265	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13266	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13267	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13268	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13269	188	1	21311	21285	21286	21116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13280	50	1	21444	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13281	80	1	21444	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13282	100	1	21444	21445	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13283	100	1	21444	21445	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13284	100	1	21444	21445	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13285	100	1	21444	21445	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13286	210	1	21260	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13287	210	1	21260	21261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13400	85	1	21312	21313	21314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13401	85	1	21312	21313	21314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13402	85	1	21312	21313	21314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13403	160	1	21312	21313	21314	21434	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##杀星
13434	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13435	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13436	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13437	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13443	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13444	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13445	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13446	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13452	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13453	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13454	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13455	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13461	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13462	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13463	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13464	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13470	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13471	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13472	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13473	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13479	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13480	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13481	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13482	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13488	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13489	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13490	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13491	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13497	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13498	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13499	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13500	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13506	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13507	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13508	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13509	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13515	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13516	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13517	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13518	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13524	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##藏经阁
13525	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13526	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13527	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13533	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13534	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13535	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13536	210	1	21316	21317	21318	21319	21381	21438	21315	21315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13580	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13581	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13582	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13589	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13590	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13591	100	1	21427	21477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13592	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13593	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13594	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13595	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13596	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13597	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13598	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13599	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13600	210	1	21320	21321	21322	21476	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##凤凰陵墓
13759	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13760	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13761	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13762	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13763	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13764	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13765	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13766	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13767	210	1	21326	21327	21380	21379	21508	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##四绝
14102	210	1	21329	21330	21331	21373	21374	21375	21376	21478	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14121	210	1	21329	21330	21331	21373	21374	21375	21376	21478	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14128	210	1	21329	21330	21331	21373	21374	21375	21376	21478	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14141	210	1	21329	21330	21331	21373	21374	21375	21376	21478	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##少室山
14224	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14229	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14234	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14239	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14244	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14249	210	1	21333	21334	21335	21336	21378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
##刺客
14540	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14541	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14542	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14543	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14544	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14545	210	1	21337	21338	21384	21479	21480	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
