INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
1217	2	1	3	27	30310044	1	294000	100		0
1218	2	1	3	28	30310045	1	294000	100		0
1219	2	1	3	29	30310051	1	294000	100		0
1220	2	1	3	30	30310052	1	294000	100		0
1221	2	1	3	31	30310053	1	294000	100		0
1222	2	1	3	32	30310054	1	294000	100		0
1223	2	1	3	33	30310060	1	294000	100		0
1224	2	1	3	34	30310061	1	294000	100		0
1225	2	1	3	35	30310062	1	294000	100		0
1226	2	1	3	36	30310063	1	294000	100		0
1227	2	1	3	37	30310069	1	294000	100		0
1228	2	1	3	38	30310070	1	294000	100		0
1229	2	1	3	39	30310071	1	294000	100		0
1230	2	1	3	40	30310072	1	294000	100		0
1231	2	1	3	41	30310078	1	294000	100		0
1232	2	1	3	42	30310079	1	294000	100		0
1233	2	1	3	43	30310080	1	294000	100		0
1234	2	1	3	44	30310081	1	294000	100		0
1235	2	1	3	45	30310088	1	294000	100		0
1236	2	1	3	46	30310089	1	294000	100		0
1237	2	1	3	47	30310090	1	294000	100		0
1238	2	1	3	48	30310096	1	294000	100		0
1239	2	1	4	1	30310125	1	294000	100		0
1240	2	1	4	2	30310126	1	294000	100		0
1241	2	1	4	3	30310127	1	294000	100		0
1242	2	1	4	4	30310128	1	294000	100		0
1243	2	1	4	5	30310129	1	294000	100		0
1244	2	1	4	6	30310116	1	294000	100		0
1245	2	1	4	7	30310117	1	294000	100		0
1246	2	1	4	8	30310118	1	294000	100		0
1247	2	1	4	9	30310119	1	294000	100		0
1248	2	1	4	10	30310120	1	294000	100		0
1249	2	2	1	1	22801001	1	400000	100		0
1250	2	2	1	2	22801002	1	400000	100		0
1251	2	2	1	3	22802005	1	400000	100		0
1252	2	2	1	4	22802006	1	400000	100		0
1253	2	2	1	5	22802007	1	400000	100		0
1254	2	2	1	6	22802008	1	400000	100		0
1255	2	2	1	7	22803001	1	400000	100		0
1256	2	2	1	8	22804002	1	400000	100		0
1257	2	2	1	9	22811001	1	400000	100		0
1258	2	2	1	10	22811002	1	400000	100		0
1259	2	2	1	11	22812005	1	400000	100		0
1260	2	2	1	12	22812006	1	400000	100		0
1261	2	2	1	13	22812007	1	400000	100		0
1262	2	2	1	14	22812008	1	400000	100		0
1263	2	2	1	15	22821108	1	1600000	100		0
1264	2	2	1	16	22821208	1	1600000	100		0
1265	2	2	1	17	22821308	1	1600000	100		0
1266	2	2	1	18	22821408	1	1600000	100		0
1267	2	2	2	1	38000445	1	150000	100		0
1268	2	2	2	2	30900033	1	1000	100		0
1269	2	2	2	3	30900034	1	1000	100		0
1270	2	2	5	1	22713012	1	250398	100		0
1271	2	2	5	2	22701003	1	240398	100		0
1272	2	2	5	3	22701004	1	240398	100		0
1273	2	2	5	4	22702013	1	241318	100		0
1274	2	2	5	5	22702014	1	241318	100		0
1275	2	2	5	6	22702015	1	241318	100		0
1276	2	2	5	7	22702016	1	241318	100		0
1277	2	2	5	8	22703002	1	240398	100		0
1278	2	2	5	9	22704003	1	240398	100		0
1279	2	2	5	10	22711003	1	240398	100		0
1280	2	2	5	11	22711004	1	240398	100		0
1281	2	2	5	12	22712013	1	241318	100		0
1282	2	2	5	13	22712014	1	241318	100		0
1283	2	2	5	14	22712015	1	241318	100		0
1284	2	2	5	15	22712016	1	241318	100		0
1285	2	2	5	16	22713007	1	240398	100		0
1286	2	2	5	17	22713008	1	240398	100		0
1287	2	2	5	18	22713009	1	240398	100		0
1288	2	2	5	19	22713010	1	240398	100		0
1289	2	2	5	20	22713011	1	240398	100		0
1290	2	2	5	21	22714002	1	240398	100		0
1291	2	2	5	22	22721114	1	489999	100		0
1292	2	2	5	23	22721214	1	489999	100		0
1293	2	2	5	24	22721314	1	489999	100		0
1294	2	2	5	25	22721414	1	489999	100		0
1295	2	2	5	26	22702009	1	240398	100		0
1296	2	2	5	27	22702010	1	240398	100		0
1297	2	2	5	28	22702011	1	240398	100		0
1298	2	2	5	29	22702012	1	240398	100		0
1299	2	2	5	30	22712009	1	240398	100		0
1300	2	2	5	31	22712010	1	240398	100		0
1301	2	2	5	32	22712011	1	240398	100		0
1302	2	2	5	33	22712012	1	240398	100		0
1303	2	3	1	1	38004256	1	50000	100		0
1304	2	3	1	2	38004257	1	50000	100		0
1305	2	3	1	3	38004258	1	50000	100		0
1306	2	3	1	4	38004259	1	50000	100		0
1307	2	3	1	5	38004260	1	50000	100		0
1308	2	3	1	6	38004261	1	50000	100		0
1309	2	3	1	7	38004262	1	50000	100		0
1310	2	3	1	8	38004263	1	50000	100		0
1311	2	3	1	9	38004264	1	50000	100		0
1312	2	3	1	10	38004265	1	50000	100		0
1313	2	3	1	11	38004266	1	50000	100		0
1314	2	3	1	12	38004267	1	50000	100		0
1315	2	3	1	13	38004268	1	50000	100		0
1316	2	3	1	14	38004269	1	50000	100		0
1317	2	3	1	15	38004270	1	50000	100		0
1318	2	3	1	16	38004271	1	50000	100		0
1319	2	3	1	17	38004272	1	50000	100		0
1320	2	3	1	18	38004273	1	50000	100		0
1321	2	3	1	19	38004274	1	40000	100		0
1322	2	3	1	20	38004275	1	40000	100		0
1323	2	3	1	21	38004276	1	40000	100		0
1324	2	3	1	22	38004277	1	40000	100		0
1325	2	3	1	23	38004278	1	40000	100		0
1326	2	3	1	24	38004279	1	40000	100		0
1327	2	3	1	25	38004280	1	40000	100		0
1328	2	3	1	26	38004281	1	40000	100		0
1329	2	3	1	27	38004282	1	40000	100		0
1330	2	3	1	28	38004283	1	40000	100		0
1331	2	3	1	29	38004284	1	40000	100		0
1332	2	3	1	30	38004285	1	40000	100		0
1333	2	3	1	31	38004286	1	40000	100		0
1334	2	3	1	32	38004287	1	40000	100		0
1335	2	3	1	33	38004288	1	40000	100		0
1336	2	3	1	34	38004289	1	40000	100		0
1337	2	3	1	35	38004290	1	40000	100		0
1338	2	3	1	36	38004291	1	40000	100		0
1339	2	3	2	1	38004232	1	44444	100		0
1340	2	4	1	1	10149073	1	2000	100		0
1341	2	4	1	2	10149074	1	2000	100		0
1342	2	4	1	3	10149075	1	2000	100		0
1343	2	4	1	4	10149076	1	2000	100		0
1344	2	4	1	5	10149077	1	2000	100		0
1345	2	4	1	6	10149078	1	2000	100		0
1346	2	4	1	7	10149079	1	2000	100		0
1347	2	4	1	8	10149080	1	2000	100		0
1348	2	4	1	9	10149083	1	2000	100		0
1349	2	4	1	10	10149084	1	2000	100		0
1350	2	4	1	11	10149085	1	2000	100		0
1351	2	4	1	12	10149086	1	2000	100		0
1352	2	4	1	13	10149087	1	2000	100		0
1353	2	4	1	14	10149090	1	2000	100		0
1354	2	4	1	15	10149091	1	2000	100		0
1355	2	4	1	16	10149092	1	2000	100		0
1356	2	4	1	17	10149093	1	2000	100		0
1357	2	4	1	18	10149094	1	2000	100		0
1358	2	4	1	19	10149095	1	2000	100		0
1359	2	4	1	20	10149096	1	2000	100		0
1360	2	4	1	21	10149097	1	2000	100		0
1361	2	4	1	22	10149098	1	2000	100		0
1362	2	4	1	23	10149099	1	2000	100		0
1363	2	4	1	24	10149100	1	2000	100		0
1364	2	4	1	25	10102790	1	2000	100		0
1365	2	4	1	26	10102800	1	2000	100		0
1366	2	4	1	27	10102810	1	2000	100		0
1367	2	4	1	28	10102820	1	2000	100		0
1368	2	4	1	29	10102830	1	2000	100		0
1369	2	4	1	30	10102840	1	2000	100		0
1370	2	4	1	31	10102850	1	2000	100		0
1371	2	4	1	32	10102870	1	2000	100		0
1372	2	4	1	33	10102880	1	2000	100		0
1373	2	4	1	34	10102890	1	2000	100		0
1374	2	4	1	35	10102900	1	2000	100		0
1375	2	4	1	36	10102910	1	2000	100		0
1376	2	4	1	37	10102920	1	2000	100		0
1377	2	4	1	38	10102930	1	2000	100		0
1378	2	4	1	39	10102940	1	2000	100		0
1379	2	4	1	40	10102950	1	2000	100		0
1380	2	4	1	41	10102960	1	2000	100		0
1381	2	4	1	42	10102970	1	2000	100		0
1382	2	4	1	43	10102980	1	2000	100		0
1383	2	4	1	44	10102990	1	2000	100		0
1384	2	4	1	45	10103000	1	2000	100		0
1385	2	4	1	46	10103010	1	2000	100		0
1386	2	4	1	47	10103020	1	2000	100		0
1387	2	4	1	48	10103030	1	2000	100		0
1388	2	4	2	1	38007000	10	2000	100		0
1389	2	4	2	2	38007001	1	2000	100		0
1390	2	4	2	3	38007002	1	5000	100		0
1391	2	4	2	4	38007003	1	10000	100		0
1392	2	4	2	5	38007004	1	2000	100		0
1393	2	4	2	6	38007005	1	999	100		0
1394	2	4	2	7	38007006	1	2999	100		0
1395	2	4	2	8	38007007	1	4999	100		0
1396	2	4	2	9	38007026	1	9999	100		0
1397	2	4	2	10	38007027	1	9999	100		0
1398	2	4	2	11	38007028	1	9999	100		0
1399	2	4	2	12	38007029	1	9999	100		0
1400	2	4	2	13	38007030	1	9999	100		0
1401	2	4	2	14	38007031	1	9999	100		0
1402	2	4	2	15	38007032	1	9999	100		0
1403	2	4	2	16	38007033	1	9999	100		0
1404	2	4	2	17	38007034	1	9999	100		0
1405	2	4	2	18	38007035	1	20000	100		0
1406	2	4	2	19	38007036	1	20000	100		0
1407	2	4	2	20	38007037	1	20000	100		0
1408	2	4	2	21	38007038	1	20000	100		0
1409	2	4	2	22	38007039	1	20000	100		0
1410	2	4	2	23	38007040	1	20000	100		0
1411	2	4	2	24	38007041	1	20000	100		0
1412	2	4	2	25	38007042	1	20000	100		0
1413	2	4	2	26	38007043	1	20000	100		0
1414	2	4	2	27	38007044	1	20000	100		0
1415	2	4	2	28	38007045	1	20000	100		0
1416	2	4	2	29	38007046	1	20000	100		0
1417	2	4	2	30	38007047	1	20000	100		0
1418	2	4	2	31	38007048	1	20000	100		0
1419	2	4	2	32	38007049	1	20000	100		0
1420	2	4	2	33	38007050	1	20000	100		0
1421	2	4	2	34	38007051	1	1000	100		0
1422	2	4	2	35	38007052	1	5000	100		0
1423	2	4	2	36	38007053	1	10000	100		0
1424	2	4	2	37	38007054	1	20000	100		0
1425	2	4	3	1	30120141	1	12000	100		0
1426	2	4	3	2	30120142	1	12000	100		0
1427	2	4	3	3	30120143	1	12000	100		0
1428	2	4	3	4	30120144	1	12000	100		0
1429	2	4	3	5	30120012	1	12000	100		0
1430	2	4	3	6	30120013	1	12000	100		0
1431	2	4	3	7	30120014	1	12000	100		0
1432	2	4	3	8	30120015	1	12000	100		0
1433	2	4	3	9	30120016	1	12000	100		0
1434	2	4	3	10	30120017	1	12000	100		0
1435	2	4	3	11	30120018	1	12000	100		0
1436	2	4	3	12	30120019	1	12000	100		0
1437	2	4	3	13	30120020	1	12000	100		0
1438	2	4	3	14	30120021	1	12000	100		0
1439	2	4	3	15	30120033	1	12000	100		0
1440	2	4	3	16	30120034	1	12000	100		0
1441	2	4	3	17	30120035	1	12000	100		0
1442	2	4	3	18	30120036	1	12000	100		0
1443	2	4	3	19	30120037	1	12000	100		0
1444	2	4	3	20	30120038	1	12000	100		0
1445	2	4	3	21	30120133	1	12000	100		0
1446	2	4	3	22	30120134	1	12000	100		0
1447	2	4	3	23	30120135	1	12000	100		0
1448	2	4	3	24	30120136	1	12000	100		0
1449	2	4	3	25	30120043	1	12000	100		0
1450	2	4	3	26	30120044	1	12000	100		0
1451	2	4	3	27	30120045	1	12000	100		0
1452	2	4	3	28	30120046	1	12000	100		0
1453	2	4	3	29	30120047	1	12000	100		0
1454	2	4	3	30	30120066	1	12000	100		0
1455	2	4	3	31	30120067	1	12000	100		0
1456	2	4	3	32	30120068	1	12000	100		0
1457	2	4	3	33	30120069	1	12000	100		0
1458	2	4	3	34	30120070	1	12000	100		0
1459	2	4	3	35	30120071	1	12000	100		0
1460	2	4	3	36	30120072	1	12000	100		0
1461	2	4	3	37	30120073	1	12000	100		0
1462	2	4	3	38	30120082	1	12000	100		0
1463	2	4	3	39	30120083	1	12000	100		0
1464	2	4	3	40	30120084	1	12000	100		0
1465	2	4	3	41	30120085	1	12000	100		0
1466	2	4	3	42	30120048	1	12000	100		0
1467	2	4	3	43	30120049	1	12000	100		0
1468	2	4	3	44	30120050	1	12000	100		0
1469	2	4	3	45	30120051	1	12000	100		0
1470	2	4	3	46	30120052	1	12000	100		0
1471	2	4	3	47	30120053	1	12000	100		0
1472	2	4	3	48	30120054	1	12000	100		0
1473	2	4	3	49	30120055	1	12000	100		0
1474	2	4	3	50	30120056	1	12000	100		0
1475	2	4	3	51	30120074	1	12000	100		0
1476	2	4	3	52	30120075	1	12000	100		0
1477	2	4	3	53	30120076	1	12000	100		0
1478	2	4	3	54	30120077	1	12000	100		0
1479	2	4	3	55	30120086	1	12000	100		0
1480	2	4	3	56	30120087	1	12000	100		0
1481	2	4	3	57	30120088	1	12000	100		0
1482	2	4	3	58	30120089	1	12000	100		0
1483	2	4	3	59	30120057	1	12000	100		0
1484	2	4	3	60	30120058	1	12000	100		0
1485	2	4	3	61	30120059	1	12000	100		0
1486	2	4	3	62	30120060	1	12000	100		0
1487	2	4	3	63	30120061	1	12000	100		0
1488	2	4	3	64	30120062	1	12000	100		0
1489	2	4	3	65	30120063	1	12000	100		0
1490	2	4	3	66	30120064	1	12000	100		0
1491	2	4	3	67	30120065	1	12000	100		0
1492	2	4	3	68	30120078	1	12000	100		0
1493	2	4	3	69	30120079	1	12000	100		0
1494	2	4	3	70	30120080	1	12000	100		0
1495	2	4	3	71	30120081	1	12000	100		0
1496	2	4	3	72	30120090	1	12000	100		0
1497	2	4	3	73	30120091	1	12000	100		0
1498	2	4	3	74	30120092	1	12000	100		0
1499	2	4	3	75	30120093	1	12000	100		0
1500	2	4	3	76	30120096	1	12000	100		0
1501	2	4	3	77	30120097	1	12000	100		0
1502	2	4	3	78	30120098	1	12000	100		0
1503	2	4	3	79	30120099	1	12000	100		0
1504	2	4	3	80	30120100	1	12000	100		0
1505	2	4	3	81	30120101	1	12000	100		0
1506	2	4	3	82	30120102	1	12000	100		0
1507	2	4	3	83	30120103	1	12000	100		0
1508	2	4	3	84	30120104	1	12000	100		0
1509	2	4	3	85	30120105	1	12000	100		0
1510	2	4	3	86	30120106	1	12000	100		0
1511	2	4	3	87	30120107	1	12000	100		0
1512	2	4	3	88	30120108	1	12000	100		0
1513	2	4	3	89	30120109	1	12000	100		0
1514	2	4	3	90	30120110	1	12000	100		0
1515	2	4	3	91	30120111	1	12000	100		0
1516	2	4	3	92	30120112	1	12000	100		0
1517	2	4	4	1	30120145	1	12000	100		0
1518	2	4	4	2	30120146	1	12000	100		0
1519	2	4	4	3	30120147	1	12000	100		0
1520	2	4	4	4	30120148	1	12000	100		0
1521	2	4	4	5	30120149	1	12000	100		0
1522	2	4	4	6	30120150	1	12000	100		0
1523	2	4	4	7	30120151	1	12000	100		0
1524	2	4	4	8	30120152	1	12000	100		0
1525	2	4	4	9	30120153	1	12000	100		0
1526	2	4	4	10	30120154	1	12000	100		0
1527	2	4	4	11	30120155	1	12000	100		0
1528	2	4	4	12	30120156	1	12000	100		0
1529	2	4	4	13	30120157	1	12000	100		0
1530	2	4	4	14	30120158	1	12000	100		0
1531	2	4	4	15	30120159	1	12000	100		0
1532	2	4	4	16	30120160	1	12000	100		0
1533	2	4	4	17	30120161	1	12000	100		0
1534	2	4	4	18	30120001	1	12000	100		0
1535	2	4	4	19	30120002	1	12000	100		0
1536	2	4	4	20	30120003	1	12000	100		0
1537	2	4	4	21	30120004	1	12000	100		0
1538	2	4	4	22	30120005	1	12000	100		0
1539	2	4	4	23	30120006	1	12000	100		0
1540	2	4	4	24	30120007	1	12000	100		0
1541	2	4	4	25	30120095	1	12000	100		0
1542	2	4	4	26	30120137	1	12000	100		0
1543	2	4	4	27	30120138	1	12000	100		0
1544	2	4	4	28	30120139	1	12000	100		0
1545	2	4	4	29	30120140	1	12000	100		0
1546	2	4	4	30	30120008	1	12000	100		0
1547	2	4	4	31	30120009	1	12000	100		0
1548	2	4	4	32	30120125	1	12000	100		0
1549	2	4	4	33	30120126	1	12000	100		0
1550	2	4	4	34	30120127	1	12000	100		0
1551	2	4	4	35	30120128	1	12000	100		0
1552	2	4	4	36	30120010	1	12000	100		0
1553	2	4	4	37	30120011	1	12000	100		0
1554	2	4	4	38	30120129	1	12000	100		0
1555	2	4	4	39	30120130	1	12000	100		0
1556	2	4	4	40	30120131	1	12000	100		0
1557	2	4	4	41	30120132	1	12000	100		0
1558	2	4	4	42	30120022	1	12000	100		0
1559	2	4	4	43	30120023	1	12000	100		0
1560	2	4	4	44	30120024	1	12000	100		0
1561	2	4	4	45	30120025	1	12000	100		0
1562	2	4	4	46	30120026	1	12000	100		0
1563	2	4	4	47	30120027	1	12000	100		0
1564	2	4	4	48	30120028	1	12000	100		0
1565	2	4	4	49	30120029	1	12000	100		0
1566	2	4	4	50	30120030	1	12000	100		0
1567	2	4	4	51	30120113	1	12000	100		0
1568	2	4	4	52	30120114	1	12000	100		0
1569	2	4	4	53	30120115	1	12000	100		0
1570	2	4	4	54	30120116	1	12000	100		0
1571	2	4	4	55	30120031	1	12000	100		0
1572	2	4	4	56	30120032	1	12000	100		0
1573	2	4	4	57	30120041	1	12000	100		0
1574	2	4	4	58	30120117	1	12000	100		0
1575	2	4	4	59	30120118	1	12000	100		0
1576	2	4	4	60	30120119	1	12000	100		0
1577	2	4	4	61	30120120	1	12000	100		0
1578	2	4	4	62	30120039	1	12000	100		0
1579	2	4	4	63	30120040	1	12000	100		0
1580	2	4	4	64	30120042	1	12000	100		0
1581	2	4	4	65	30120094	1	12000	100		0
1582	2	4	4	66	30120121	1	12000	100		0
1583	2	4	4	67	30120122	1	12000	100		0
1584	2	4	4	68	30120123	1	12000	100		0
1585	2	4	4	69	30120124	1	12000	100		0
1586	2	4	5	1	20310173	20	20000	100		0
1587	2	4	5	2	30503149	1	50000	100		0
1588	2	4	5	3	30503150	1	5000	100		0
1589	2	4	5	4	20502009	20	20000	100		0
1590	2	4	5	5	30503211	1	149800	100		0
1591	2	4	5	6	30503210	1	149800	100		0
1592	2	4	5	7	30503209	1	149800	100		0
1593	2	4	5	8	30503208	1	149800	100		0
1594	2	4	5	9	30503207	1	149800	100		0
1595	2	4	5	10	30503206	1	149800	100		0
1596	2	4	5	11	30503205	1	149800	100		0
1597	2	4	5	12	30503046	1	45000	100		0
1598	2	4	5	13	30503047	1	225000	100		0
1599	2	4	5	14	38004232	1	44444	100		0
1600	2	4	5	15	30503037	1	45000	100		0
1601	2	4	5	16	30503038	1	225000	100		0
1602	2	4	5	17	30503039	1	1135000	100		0
1603	2	4	5	18	30503055	1	45000	100		0
1604	2	4	5	19	30503056	1	225000	100		0
1605	2	4	5	20	22801001	1	80000	100		0
1606	2	4	5	21	22801002	1	80000	100		0
1607	2	4	5	22	22802005	1	120000	100		0
1608	2	4	5	23	22802006	1	120000	100		0
1609	3	1	1	1	22802008	1	400000	100		0
1610	3	1	1	2	22803001	1	400000	100		0
1611	3	1	1	3	22804002	1	400000	100		0
1612	3	1	1	4	22811001	1	400000	100		0
1613	3	1	1	5	22811002	1	400000	100		0
1614	3	1	1	6	22812005	1	400000	100		0
1615	3	1	1	7	22812006	1	400000	100		0
1616	3	1	1	8	22812007	1	400000	100		0
1617	3	1	1	9	22812008	1	400000	100		0
1618	3	1	1	10	22821108	1	1600000	100		0
1619	3	1	1	11	22821208	1	1600000	100		0
1620	3	1	1	12	22821308	1	1600000	100		0
1621	3	1	1	13	22821408	1	1600000	100		0
1622	3	1	1	14	22721407	1	320000	100		0
1623	3	1	1	15	22721207	1	320000	100		0
1624	3	1	1	16	22721107	1	320000	100		0
1625	3	1	1	17	22721307	1	1600000	100		0
1626	3	1	1	18	22802005	1	400000	100		0
1627	3	1	1	19	22802007	1	400000	100		0
1628	3	1	1	20	22802006	1	400000	100		0
1629	3	1	1	21	22802008	1	400000	100		0
1630	3	1	2	1	38004368	1	20000	100		0
1631	3	1	2	2	38004221	1	2000000	100		0
1632	3	1	2	3	38004222	1	2000000	100		0
1633	3	1	2	4	38004224	1	2000000	100		0
1634	3	1	2	5	38004225	1	2000000	100		0
1635	3	1	2	6	38004223	1	2000000	100		0
1636	3	1	2	7	38004238	1	2000000	100		0
1637	3	1	2	8	38004239	1	2000000	100		0
1638	3	1	2	9	38004240	1	2000000	100		0
1639	3	1	2	10	38004247	1	2000000	100		0
1640	3	1	2	11	38004620	1	2000000	100		0
1641	3	1	2	12	38004227	1	1500000	100		0
1642	3	1	2	13	38004228	1	1500000	100		0
1643	3	1	2	14	38004229	1	1500000	100		0
1644	3	1	2	15	38004230	1	1500000	100		0
1645	3	1	2	16	38004231	1	1500000	100		0
1646	3	1	2	17	38004232	1	1500000	100		0
1647	3	1	2	18	38004233	1	1500000	100		0
1648	3	1	2	19	38004234	1	1500000	100		0
1649	3	1	2	20	38004235	1	1500000	100		0
1650	3	1	2	21	38004241	1	1500000	100		0
1651	3	1	2	22	38004248	1	1500000	100		0
1652	3	1	2	23	38004249	1	1500000	100		0
1653	3	1	2	24	38004250	1	1500000	100		0
1654	3	1	2	25	38004621	1	1500000	100		0
1655	3	1	2	26	39902001	1	200	100		0
1656	3	1	2	27	39902002	1	500	100		0
1657	3	1	2	28	39902003	1	1000	100		0
1658	3	1	2	29	39902004	1	2000	100		0
1659	3	1	2	30	39902005	1	20000	100		0
